Sequence size,Momentum,decay,Learning rate,Batch Size,Epochs,Neurons,Loss,elapsed_sec
13,0.996267993118841,1.29190671182573E-06,0.099337741900533,27,977,58,-0.006870122529377,13349.1205091476
29,0.996374209538482,9.56759320452533E-06,0.098165146108732,8,984,71,-0.006881819540513,19929.4097585678
6,0.99106330198738,5.39686292693079E-06,0.096711391448989,19,299,68,-0.006903626852817,3470.52058458328
11,0.996244525813504,5.95330028423934E-06,0.054028641057443,24,958,11,-0.006922015311503,5813.29086446762
22,0.996901076648091,1.04720201645899E-06,0.098706449932325,22,834,31,-0.00698393109433,13473.0980067253
22,0.990709168905063,1.29269444657517E-06,0.099612072276589,27,782,25,-0.007061791105796,15896.0912981033
26,0.996235756695309,2.30746387193499E-06,0.097893930956155,23,699,69,-0.007069021392788,19533.0032610893
24,0.996685390187329,4.266099277376E-06,0.047372427602918,10,403,32,-0.007170761209882,2351.70999336243
20,0.99812949878443,1.96667773530834E-06,0.099959871846312,11,846,31,-0.007192860159493,11297.1155974865
30,0.990801959591165,5.73044781802389E-06,0.09837740489194,18,587,51,-0.007312213341167,7772.12557601929
8,0.990253836761914,1.88476723335236E-06,0.099076816612919,17,939,32,-0.007397223208887,9199.03296971321
14,0.99705181601756,1.86354289089322E-06,0.099179442419952,26,1102,52,-0.007500476097016,18368.6917915344
10,0.992303160440303,5.07564087570115E-06,0.00482032730638,13,285,28,-0.007505795981158,879.850080728531
20,0.995068713910364,1.94204336489026E-06,0.097702223160135,19,894,55,-0.007574759787493,19294.7076761723
24,0.995294373073898,1.10503503653466E-06,0.099786009655064,24,948,12,-0.007577636628916,16925.4130907059
14,0.991913617570549,1.25394936396389E-06,0.023188466790105,10,1162,26,-0.007617680464546,3809.69922542572
14,0.992714577204746,1.96857939194696E-06,0.099547593486471,9,544,36,-0.007627083895932,8445.2814745903
16,0.990636687541032,1.91715263136678E-06,0.096535968376703,23,404,68,-0.007904523312064,6540.40598034859
30,0.997477716433505,9.32573978638777E-06,0.048069691850649,6,873,71,-0.007964988919075,4009.66792178154
24,0.998517763002054,1.6614801244099E-06,0.020187253100432,30,201,21,-0.007997282670083,4676.19562292099
7,0.990837100289173,6.29614024132799E-06,0.050276528749476,14,867,94,-0.007999059355837,2147.06744170189
16,0.997988907182544,1.14073243752825E-06,0.098186181672546,15,611,58,-0.008078801885613,11708.6648385525
11,0.994730800555501,8.70794517045435E-06,0.09675280794342,15,222,61,-0.008079927309052,3290.33615350723
20,0.99527623446282,1.92104275743175E-06,0.08121144482535,23,1112,10,-0.008103057133271,11722.9751749039
25,0.998672430043164,2.63171355327069E-06,0.099437934550908,18,990,73,-0.00816560567888,21324.6481981277
16,0.993284156748228,1.3350240827199E-06,0.01903086187629,23,203,13,-0.008238316094702,2380.34127449989
17,0.99757971235221,8.58296724730512E-06,0.094367046003265,15,658,42,-0.008370256364837,4066.51002407074
17,0.998811007564732,1.3510613723857E-06,0.09963445292087,22,900,43,-0.008402396636466,16330.1251893044
20,0.997429328756521,9.16839281812684E-06,0.096676316819376,20,256,33,-0.008417308573457,4999.21611857414
5,0.996037846825749,1.55819167226E-06,0.096743485644709,6,552,56,-0.008422518834672,3267.53493952751
18,0.996998438154299,3.62372503789311E-06,0.043529582044717,10,502,67,-0.008443848762211,2316.91865086555
28,0.99632177835799,9.45782578166459E-06,0.01357941160289,28,1064,42,-0.008471043799325,20299.0556149483
13,0.992616877631126,7.69715003130951E-06,0.081393352889898,22,501,51,-0.008543140974164,3411.22206068039
25,0.998808504285567,5.77829522627409E-06,0.045610204568095,17,1006,94,-0.008555059011256,11075.6021437645
13,0.990448960499577,2.46359900906077E-06,0.081217019448996,19,757,64,-0.00856181622427,4636.66272759438
30,0.998663156965799,1.88087691724083E-06,0.097845898665887,25,761,52,-0.008574884838992,19254.5429885387
19,0.997892879995736,1.82631505497235E-06,0.098816086676751,22,1121,22,-0.008612733482502,19757.4959127903
20,0.991088002965347,7.56052221114837E-06,0.015384723206754,21,799,91,-0.008700562437294,8699.34895634651
10,0.997450413156504,1.96167871277846E-06,0.068803423081094,10,1089,30,-0.008720078398314,2561.1589577198
9,0.994574529696659,2.50645704747706E-06,0.079783540479336,13,681,63,-0.008746042418227,1927.23724722862
15,0.990973641261607,9.65745849036828E-06,0.004143246077262,25,605,21,-0.008767290027847,5285.49064087868
5,0.996817216655907,9.97571150626833E-06,0.099296265437711,8,462,75,-0.00877779175768,464.861063957214
16,0.997917051882197,8.45280934892562E-06,0.063845017716615,13,541,88,-0.00878097653364,2936.72543668747
25,0.993024672468023,7.96075598594279E-06,0.042273762986732,26,588,10,-0.008846969999955,8742.54762816429
10,0.997758906401598,1.36397944976329E-06,0.099348567317492,16,1014,24,-0.008855175477615,8742.56828474998
11,0.998511158281954,5.92343521486211E-06,0.098524912656038,5,204,37,-0.009092673133355,2590.95757102966
8,0.992699536699691,9.17767874075624E-06,0.096605501265395,19,264,92,-0.00913096765489,3604.02470397949
12,0.993971598607996,3.00536883498997E-06,0.057940127852727,29,203,11,-0.009207655411805,3322.30385899544
28,0.992110729730925,6.64193034551441E-06,0.096564345388249,10,285,34,-0.009257981959596,4567.33459043503
15,0.998823145429734,1.02503014534819E-06,0.098886830288412,19,1000,33,-0.009280379274641,12269.4189226627
25,0.99348960031763,5.23245236498188E-06,0.035849357738084,22,794,22,-0.009329546255293,10411.9038963318
25,0.995907847173629,4.28932129333626E-06,0.01635237869448,9,1168,99,-0.009379633490022,6879.95853567123
22,0.994869672012744,1.47140215408501E-06,0.097285934636496,9,1019,28,-0.009558923977918,11062.5306117535
8,0.991141834461175,5.83357888240922E-06,0.093414725759002,6,200,27,-0.009572135484786,2370.72846388817
8,0.994186048505819,8.71315281794744E-06,0.075865127143843,30,204,10,-0.009630180342482,2632.28566622734
26,0.996131406058251,1.15150269755633E-06,0.099390239052744,7,1140,21,-0.009653789553072,9329.3266582489
12,0.998166407718019,1.47084731535478E-06,0.098794737951577,13,1179,63,-0.0099120693608,11007.7876286507
18,0.998373285425524,1.63631119466978E-06,0.097830968057511,26,836,54,-0.009927317083702,15385.4912421703
21,0.990868693189125,7.42496489097945E-06,0.096598531003153,10,241,63,-0.010029948119536,3848.87245583534
17,0.994905700138958,4.09007360308732E-06,0.025453543000919,6,764,35,-0.010053924168386,1896.60489344597
5,0.991915008199307,1.24887994536183E-06,0.09775347476917,13,955,47,-0.010165082969449,7227.3095471859
22,0.992723521994674,2.11712605570185E-06,0.098875324526987,21,1197,67,-0.010309343960306,21154.4165992737
12,0.99565686381944,2.41169947291765E-06,0.097492013145004,28,961,64,-0.010341086420767,16174.6716387272
19,0.998296039073594,9.19951116512574E-06,0.084572098036796,25,384,94,-0.010346457572163,4727.64466166496
15,0.992432380084667,9.70361009038837E-06,0.096556906402478,20,645,97,-0.010508518058669,7956.23640632629
15,0.995176013014507,2.24792255492302E-06,0.094030740637149,30,201,31,-0.010576785260541,4049.76150608063
17,0.995686496557014,1.04220017350452E-06,0.09924522231508,9,1144,23,-0.01058795266104,8636.74455928802
20,0.996043955515604,5.920120334659E-06,0.084478285797428,26,826,18,-0.010773437364795,9984.50185751915
26,0.992252299774337,3.42803092749083E-06,0.098731163702456,7,1188,28,-0.010782875710632,14826.0351037979
28,0.990585464098976,9.86786145895278E-06,0.035334146750889,5,1196,20,-0.010792548018678,4026.8447265625
14,0.995598195978743,8.49547908334621E-06,0.098948332955641,23,200,39,-0.010845219277741,3525.25064110756
22,0.991631267983148,8.31750077628568E-06,0.033240685851417,19,708,68,-0.010934137379863,7585.34992623329
18,0.995171652416736,8.6528940821152E-06,0.096394492089028,7,286,37,-0.010965046788992,3513.78688383102
21,0.994284213408806,1.33668758742854E-06,0.097882771778432,10,1070,35,-0.010970354596825,9137.20261073112
16,0.994913753331272,1.19614788015185E-06,0.099729139219297,18,1008,30,-0.011007852450938,11234.6618890762
7,0.990838347720019,1.04815284095784E-06,0.098270809336754,6,685,95,-0.011039554297597,6077.53547215462
18,0.997955340432375,1.76367663166235E-06,0.097435137698164,10,871,20,-0.011101626508227,11259.511793375
20,0.990439476339115,1.34043592368684E-06,0.098711283310895,21,893,99,-0.011127908247457,14134.7075285912
20,0.997251315624183,1.75540968706862E-06,0.09985226069357,20,1179,89,-0.011155789206908,17700.0386903286
10,0.995147330816794,1.71852992034632E-06,0.099975705241036,13,1027,69,-0.011242791817031,12018.9401545525
19,0.994210740525114,4.81135978491823E-06,0.019449300882821,11,367,70,-0.01132410391755,1948.32571315765
9,0.990750671316407,2.25218103193254E-06,0.098347108617761,14,623,88,-0.011405078600927,8445.27072691917
19,0.998262676082206,1.40103958821268E-06,0.099789010097066,20,679,53,-0.011405152131924,12998.7217786312
15,0.99167841788652,3.60122074218691E-06,0.054372395323172,7,751,95,-0.011454186918919,2102.91445875168
17,0.994709375606641,3.39697995681616E-06,0.067566405202809,25,1008,16,-0.011644282036647,9862.39635038376
17,0.994088479958236,1.55924907476832E-06,0.09890212604106,20,1155,68,-0.011716353665082,18994.0011467934
25,0.990698543055924,1.44846433137441E-06,0.098668073645292,12,1164,12,-0.011779311484372,11779.5829305649
26,0.996737884045763,4.27325516984728E-06,0.088290560663852,28,425,27,-0.011799208114303,7401.02835893631
30,0.99358026011918,1.13595400994547E-06,0.075456425093916,6,719,20,-0.011819911611199,3085.09955000877
19,0.992822963732331,7.90948265005298E-06,0.088147463615679,19,686,22,-0.012000238380395,5837.17731976509
23,0.995636944955097,1.24766536297686E-06,0.098098626255321,11,680,45,-0.012022422647077,8064.61821055412
23,0.991460028549726,2.29884497229663E-06,0.098424680279259,8,1005,23,-0.012081605943597,11961.4534299374
11,0.997668631431595,2.23619489983356E-06,0.09879019856263,16,1040,44,-0.012190552116561,10777.7946748734
22,0.991484559674691,1.79364538126586E-06,0.077435536935014,30,529,79,-0.012215985620674,8972.15157556534
12,0.9979764901293,1.17916469362242E-06,0.0979968344467,16,695,13,-0.012253555906325,10562.8812456131
23,0.994617083055431,1.12873433842809E-06,0.098708102164861,23,645,10,-0.012406339241648,15402.1437768936
13,0.992510033248013,1.22401392697774E-06,0.099285215879927,29,663,10,-0.012456256305369,14912.1595554352
13,0.996740801401418,1.50947791108762E-06,0.099088416548555,29,915,46,-0.012571862351728,16906.4120144844
21,0.995038013500766,3.25549608140152E-06,0.071762210070112,30,511,24,-0.012611627353834,7555.21885991096
24,0.991032626924678,1.25661914017315E-06,0.075434082622766,23,458,90,-0.012621758770741,6607.64389061928
25,0.993422561623192,7.03126289518216E-06,0.052913824859562,23,970,17,-0.012630518840527,12998.7077929974
28,0.99704050871208,1.00298653586412E-06,0.099535103659324,13,1034,35,-0.012801069575101,15967.8008434772
10,0.992231411587675,2.01232873179567E-06,0.099401453471871,29,786,47,-0.012827619256772,12760.534371376
24,0.997856003908983,9.71301618739169E-06,0.096691283396963,25,256,16,-0.012872335820404,6656.79844927788
23,0.998982525964053,6.63755391672916E-06,0.046902587925747,27,368,86,-0.012891597467179,5898.68689346314
11,0.996801546972283,1.64042038853231E-06,0.09877923967367,5,788,11,-0.012949613508249,5634.42290973663
7,0.99128256906223,1.20766871808879E-06,0.09932735722995,18,591,97,-0.012975893224908,7330.66055679321
5,0.991288677802251,7.09519824662277E-06,0.090667921578319,25,200,85,-0.013056347056561,2106.40779018402
23,0.994626360288723,1.26958709202407E-06,0.09797044561476,13,841,40,-0.013060143225917,14415.7803225517
14,0.990121291001552,9.81904110589485E-06,0.096493392574652,13,427,36,-0.013201147019394,4702.12020301819
18,0.99007864275163,4.15369918099628E-06,0.082096126275739,29,1059,57,-0.013232088300601,13402.2694919109
15,0.992095783475278,5.23981973448985E-06,0.023124833596925,6,621,36,-0.013411819889538,1369.10538434982
23,0.994196052944833,2.18546650316766E-06,0.09779527370167,8,979,19,-0.013418094221109,15013.0561957359
7,0.993330901150914,4.45622373000357E-06,0.068624894584406,16,485,58,-0.013438419845294,1301.53223514557
17,0.998158697467447,1.68884707312265E-06,0.099889767513937,14,615,63,-0.013449285896606,10026.6688907146
28,0.992365593302833,6.30408373034667E-06,0.062056036899105,21,462,77,-0.013478439911619,6935.27389979363
23,0.992436041069477,2.19319236941308E-06,0.088504792545647,7,202,20,-0.013527026487188,1437.13701033592
13,0.993217826906513,1.30494610891491E-06,0.097695651240906,22,977,48,-0.013681316097676,14931.0263791084
29,0.993021766603583,6.64315533176599E-06,0.023850863242317,21,664,19,-0.01384801362982,9509.17277240753
28,0.990973169461466,5.62303847172123E-06,0.098339979944462,9,1193,27,-0.013851797028263,18775.7353219986
16,0.991866712519492,3.44063387612039E-06,0.096745571261835,18,652,76,-0.01386380117328,7621.50275158882
13,0.996338968762342,8.2285425172285E-06,0.096336152566041,9,650,47,-0.013916017297386,4501.30342054367
20,0.998599790281046,9.07196529704683E-06,0.057864096907566,9,985,79,-0.014070421009304,4555.28285956383
17,0.994350299862567,1.23206927659528E-06,0.098501092271671,18,789,25,-0.014118847239285,9155.4762980938
20,0.997606530961762,3.66008284583588E-06,0.094268156071679,16,203,85,-0.014129553151945,3794.62020039558
25,0.997882962374935,1.5067568539582E-06,0.097536047663884,16,590,30,-0.014200640111885,13459.7656834126
9,0.998295100532692,2.12518970065307E-06,0.099166078018604,28,701,99,-0.014219172040016,10432.0279176235
12,0.990262115725078,1.26735120369857E-06,0.098150400598651,5,1021,97,-0.014237369678149,6245.44713306427
25,0.991365338840563,7.33739529901811E-06,0.058781314376968,9,620,45,-0.014310533277356,3427.06431746483
15,0.997349467469355,1.29709941879844E-06,0.0997567803745,16,710,94,-0.014427147831035,8996.30256056786
20,0.993760767652314,1.36501232907307E-06,0.098828223323668,16,884,31,-0.014444951027603,10044.8404643536
13,0.994387483898602,1.38608295240596E-06,0.099462205821344,12,1101,52,-0.014480041447879,8858.53239798546
11,0.995390719860925,1.29869191537232E-06,0.097571216040348,7,1107,44,-0.014495870796004,6753.20694112778
18,0.994009335790691,1.66187067727853E-06,0.053441249976883,24,1021,59,-0.014611298459471,10881.1457550526
14,0.995626449863847,1.65883038446903E-06,0.01101435014216,24,201,84,-0.014627897640531,3470.43675136566
24,0.990020793982853,1.93973910235855E-06,0.096460487243314,18,299,94,-0.014784146484681,5877.06692385674
8,0.990516671428801,1.01624349493959E-06,0.099037893615769,16,1078,68,-0.014793754117462,8120.80188393593
18,0.990120171215906,5.66071166778956E-06,0.011591649366586,8,1046,61,-0.014797502651047,3736.27356910706
6,0.993859195005249,1.57542358321485E-06,0.097296863042893,13,669,90,-0.01479847923941,6424.09432315826
22,0.997355693415647,4.55367836037938E-06,0.048431710713474,19,285,17,-0.014978544509795,2807.93508934975
19,0.990634590410276,2.33117038456824E-06,0.09865695942677,20,1032,59,-0.014998574725643,18478.8986217976
23,0.993238094306752,3.15498504915521E-06,0.098558871807945,14,914,44,-0.015038635470533,17713.6958508492
19,0.992194730540211,7.65851444318522E-06,0.048585504684869,21,1147,95,-0.015110792215667,11819.0058643818
24,0.995030564388834,1.55186442506797E-06,0.098304509260506,12,1132,69,-0.015138494621448,12142.5120153427
11,0.991121523830497,2.35572865348081E-06,0.050054708816647,14,204,13,-0.015147559284962,1634.13266849518
7,0.994558857078264,1.5948664842526E-06,0.078946303359364,22,629,56,-0.015169834892692,2316.60054135323
22,0.995712172552803,1.31811052869885E-06,0.099893202646762,25,827,48,-0.015414095878586,20663.8135282993
8,0.994450518868525,1.0381753955002E-06,0.09669764869837,19,242,66,-0.015429515892031,3900.519541502
24,0.994039982430821,8.2031799654203E-06,0.09590856683466,24,289,12,-0.015474377155781,3900.51000618935
15,0.99143614046973,2.71135216363914E-06,0.000853142918364,12,821,79,-0.015525070778636,3821.448397398
8,0.997453567789376,3.54209354055915E-06,0.053048344463795,5,1111,47,-0.015704641658514,1074.92064857483
22,0.991074777649389,4.44332624370544E-06,0.072197066036374,30,513,49,-0.015777733431804,8233.96045851708
23,0.996705485134252,1.32874047751465E-06,0.099515604629398,24,673,46,-0.015915910121869,20066.5411553383
30,0.993411472496222,1.13370252440401E-06,0.096766195929241,16,983,29,-0.016061748081705,14585.8511073589
21,0.991229368297181,3.15557802845736E-06,0.051640781258678,10,1142,96,-0.016064128071549,6269.48369574547
18,0.991065365491576,7.50829464739194E-06,0.074267484715451,26,969,23,-0.016212720105524,10630.2751436234
28,0.998267827864714,1.03391235788419E-06,0.098526509564188,9,1030,33,-0.016227331528355,11532.0290448666
20,0.990347255659056,6.49157682403199E-06,0.050527392513528,7,808,25,-0.016452021810527,2667.95095300674
21,0.998690035428667,2.4825201263375E-06,0.099049029297748,28,634,67,-0.016549128858046,19218.0319657326
16,0.990125521050429,1.14457365712718E-06,0.060209967988638,24,698,31,-0.016601839506661,6392.12147569656
15,0.998773044021688,1.49675919445458E-06,0.097447265801415,27,948,32,-0.016664526779766,14991.0068933964
10,0.990997461232066,2.79933618010808E-06,0.098904224205297,13,201,49,-0.016753916185852,2772.67793536186
22,0.990046661999484,6.86140206565443E-06,0.012213804795536,15,752,29,-0.016960410957015,5951.95384263992
30,0.99446630254058,6.39161651276254E-06,0.085902598882484,13,259,58,-0.016991176987596,2561.14238071442
6,0.997560825067998,1.72599253264262E-06,0.097600490451677,29,679,25,-0.017107815955608,8222.00043177605
23,0.997516756781928,3.88997015238505E-06,0.044200947071986,19,723,22,-0.017151036173651,7505.05928707123
27,0.991152131829032,1.14547106608619E-06,0.098967588474964,5,955,16,-0.017351987756254,6847.51674842835
28,0.996463934286287,1.12771643808736E-06,0.05271268212333,30,595,73,-0.017617422509304,12738.4166891575
27,0.998269178696172,2.18148985545535E-06,0.097588455934665,24,692,87,-0.017661934308183,18307.5918204784
21,0.992499410209041,3.09082908270647E-06,0.094935111499495,10,200,70,-0.017746668429035,3263.70324039459
22,0.992533854291137,3.56094247354058E-06,0.096548639309239,29,271,15,-0.017817656448058,7040.77777981758
21,0.9980401794767,1.69397713353544E-06,0.098994569414516,24,673,42,-0.01793030545578,17000.9360868931
19,0.99804450049462,2.0484786006922E-06,0.097379045455059,17,1067,86,-0.018074667057797,16795.4907567501
13,0.995001524363616,6.84970481475835E-06,0.078571965067667,19,1194,29,-0.018246906213084,6949.07354259491
14,0.996430943174022,1.90259727186777E-06,0.097668792849588,24,1170,83,-0.018473877210417,17557.2041695118
30,0.997085198051826,1.22473945194459E-06,0.062507860237317,6,202,81,-0.01853516448452,1464.31892299652
22,0.997945014589167,1.87902046852081E-06,0.098853038733177,10,629,41,-0.018547347948063,10059.3932797909
22,0.994861327591771,1.54554167409078E-06,0.099604316261163,19,980,56,-0.018646569839116,14795.5091679096
20,0.99117924520997,1.27011887481919E-06,0.069490630157344,22,425,27,-0.01864822160053,4353.02735924721
14,0.993417374011622,1.13810534708405E-06,0.098700435750146,12,1080,64,-0.018793988477731,13362.7455515862
22,0.990599723318666,9.86437617358399E-06,0.048482000986582,28,202,59,-0.018927241485944,4767.74184727669
10,0.990381461565169,2.18892244981748E-06,0.097526885712865,10,716,32,-0.019172698639304,8094.61947417259
24,0.997692350769612,1.23576464277604E-06,0.099424170725719,13,971,30,-0.01917623558249,11342.9225056171
21,0.99685485703706,2.27758124865305E-06,0.099821251998713,25,1151,11,-0.01928683170035,19794.4863710403
23,0.991244422591932,1.52646891768634E-06,0.099179378880484,12,1062,67,-0.019478449244275,12120.3164377213
17,0.990020738460635,6.62686660076408E-06,0.092626145535166,7,1011,70,-0.019516294895201,3085.09238862991
14,0.994453202996798,3.90068179058275E-06,0.096545582557967,22,245,96,-0.019537256321076,4567.3263399601
19,0.990393105630609,1.5045148783527E-06,0.099764462633894,28,1006,25,-0.019568257466843,16606.4632029533
30,0.997770273790487,4.73903463936327E-06,0.096180078438504,21,885,37,-0.019632560490511,13436.0696659088
22,0.990559326548863,1.45940713471507E-06,0.097595168840104,10,1128,33,-0.019928699626552,9752.71358942986
22,0.994021627183569,6.1766611188194E-06,0.084968760632519,5,421,37,-0.019997285256113,1124.98857569695
12,0.992694400693836,9.24748103760492E-06,0.075448259278034,26,975,39,-0.019997874664639,7268.47184276581
22,0.99883966957608,4.1923918146451E-06,0.066617687476971,25,1118,29,-0.020020145813997,14519.9521269798
24,0.994539859104091,1.77104542559838E-06,0.098419762881337,5,1117,12,-0.020059256364544,9752.76927638054
8,0.992452561433883,3.90679470052456E-06,0.094905076721279,29,545,28,-0.020262182372631,2972.57165074348
19,0.993243711003204,1.16117385225871E-06,0.098816113292721,22,717,81,-0.020335267225503,11680.1296782494
26,0.992073479824722,1.56684407916198E-06,0.000879674731634,12,1167,58,-0.020432619689154,9061.74467635155
21,0.997336694813536,4.74525533921281E-06,0.025688136817787,23,777,98,-0.02054251847905,9802.87061142922
16,0.990003042913799,1.59255735214173E-06,0.09796584972405,27,1023,96,-0.020767959610396,16424.4292945862
16,0.991544854250954,2.20186500576879E-06,0.098480149814036,13,1056,64,-0.020838483793277,11948.0248849392
21,0.995991495221514,2.28411434507437E-06,0.097623028703681,25,650,23,-0.020859682809276,21091.5443444252
27,0.998435020716206,3.64113376253738E-06,0.096472484562364,14,309,13,-0.021055731312655,5813.37643456459
11,0.998274167445895,2.05037736946172E-06,0.097328497208121,27,928,50,-0.021243210571024,12816.9600114822
22,0.998369665423255,1.82669986202247E-06,0.096483606680079,21,315,12,-0.021358283360264,6521.97672486305
22,0.992141615687032,1.36667070306133E-06,0.09816517125713,27,724,35,-0.021398552301558,14977.8394105434
19,0.99581616174308,2.08847363948171E-06,0.099545914905266,12,997,50,-0.021517100129594,11457.7955431938
19,0.990355384920944,2.3248374360176E-06,0.099000841047462,25,1102,42,-0.021906315372615,20649.8752219677
28,0.998277399426905,1.04762608489791E-06,0.097588967643992,16,1069,57,-0.022541212097428,21381.0568447113
5,0.994483591439301,1.30114573124591E-06,0.098160085332226,25,901,83,-0.022697754979236,8550.44827055931
29,0.994142258332954,3.19579472493187E-06,0.096522283544873,15,201,50,-0.023106467541576,4292.58946251869
13,0.993725059023154,1.1911274807641E-06,0.096440432361107,8,614,66,-0.023115903689204,5044.98494839668
26,0.997529847522456,1.03559905856982E-06,0.096364555715055,14,939,96,-0.023126057415244,12091.9973194599
11,0.994581029997534,9.53633233243243E-06,0.026690249596007,29,1090,94,-0.023213580525825,8902.70826029778
18,0.993233288710308,1.07878374145994E-06,0.097418747360192,16,934,49,-0.023301100719821,9849.60600805283
13,0.997729538292677,1.20986641370512E-06,0.099430491114227,27,734,36,-0.023493555201649,12612.9416019917
20,0.990925954341923,1.34473637764777E-06,0.097975590903573,30,697,64,-0.02381054317671,14387.2828133106
7,0.998462276065019,1.2978500470849E-06,0.098126616089454,21,830,79,-0.023908570620862,6558.10450816155
16,0.993850320311254,1.83100628180645E-06,0.098614962272174,26,1049,80,-0.023969675359769,19729.2111902237
15,0.990966527382199,2.29448346535303E-06,0.098669745808011,19,1110,45,-0.024015473605427,15059.2236328125
20,0.995655085046721,1.6320634323213E-06,0.06730859348249,13,201,88,-0.024040574517559,1978.72945713997
13,0.990228513766247,1.23267743518955E-06,0.098133700222346,7,695,15,-0.024599744081017,5160.32365512848
29,0.996150519302226,3.3975737374755E-06,0.048859269325492,25,712,66,-0.024659397549407,12971.9460701942
24,0.9945353381654,7.8891510744282E-06,0.072109344052342,25,226,12,-0.024946821115499,3221.43860888481
20,0.991515395342997,1.12369210817638E-06,0.096597133695386,27,491,96,-0.02499623871608,10134.2873196602
27,0.997225242680793,2.00401869610726E-06,0.098892272122344,17,845,98,-0.025203644291105,17645.6803863049
27,0.992547959782078,7.53523257429689E-06,0.037862308754666,30,535,24,-0.025268414695655,10291.5146360397
14,0.992562212805025,9.41472413580333E-06,0.036621982554993,17,440,79,-0.025283625748869,2647.89403653145
17,0.992438941959867,6.94925815220466E-06,0.096442716655201,9,273,39,-0.025289930303295,3564.58129549026
28,0.99268309065204,2.84746331146317E-06,0.098548063967116,8,1044,33,-0.025392896202584,14599.3823068142
23,0.993071458405969,2.221601524637E-06,0.079686156427758,15,781,30,-0.02569569176681,6442.13188195229
20,0.996229214877284,6.84861596074142E-06,0.09685970628203,13,332,33,-0.025885847329702,2103.23365974426
26,0.993775851262305,1.75923350961643E-06,0.097385119691412,24,804,89,-0.026036715652964,19862.0179133415
20,0.998089885677831,2.32138925673967E-06,0.098297493886881,25,687,58,-0.026385269255951,13706.5439693928
13,0.995028635451346,1.27078558861901E-06,0.099274523554625,12,1185,91,-0.026431413337318,10617.2970707417
21,0.991651330152262,1.18961292661742E-06,0.099781365135213,15,714,48,-0.026748211419963,8742.55719566345
23,0.994555558877595,1.00202435934432E-06,0.098756400146279,21,646,10,-0.026775521865677,11502.3418850899
27,0.997853514541418,1.51032753021891E-06,0.099213123712525,19,853,87,-0.027116353972855,18433.8984527588
25,0.992991241322561,8.44615200093031E-06,0.049120108280133,17,375,42,-0.027175316812598,3887.3690662384
26,0.995661509755846,6.378652285112E-06,0.02683561649038,16,333,34,-0.027506707344939,3363.64164662361
25,0.991214516362742,1.88770248796727E-06,0.097790170233897,11,1113,59,-0.02752431032261,14149.5302762985
20,0.998188217766982,2.24191937653067E-06,0.098134092181903,25,1017,28,-0.027838618902965,20439.3246307373
16,0.99858512666299,2.81324956509205E-06,0.09900585871801,16,957,63,-0.028039262426525,14991.0217010975
12,0.998134496079226,2.03667577982405E-06,0.09787674766819,11,715,96,-0.028230903481572,8500.4820728302
9,0.994643335678326,2.89396370006075E-06,0.096530255049632,28,508,75,-0.028624308055155,6217.8344066143
5,0.99190900616297,7.8199622687765E-06,0.004178329752591,14,202,18,-0.02926818759571,333.626601696014
