Sequence size,Momentum,decay,Learning rate,Batch Size,Epochs,Neurons,Loss,elapsed_sec
24,0.997736114775402,6.47165927520329E-06,0.097683872755353,11,1024,49,-0.029330194923556,19007.8717682362
14,0.995398353481636,1.328436192043E-06,0.097608628605711,19,737,46,-0.02962127478551,8445.26191425324
11,0.992986327344901,1.39425259078994E-06,0.099322761436993,27,596,85,-0.02975801029578,12309.7391109467
20,0.994407470756561,2.53866330381077E-06,0.098260351005801,20,560,76,-0.02980922046846,12155.6604361534
23,0.994856693041656,9.90608596480374E-06,0.096676435465724,18,296,85,-0.030062237274292,5789.48743796349
26,0.992973450689306,9.74900580971075E-06,0.096262206793886,6,240,60,-0.030266313898866,3306.48410820961
20,0.991143093732743,8.78399821240335E-06,0.096445175169702,21,324,35,-0.030301145610794,6060.27914714813
25,0.996419069886076,1.34606123384061E-06,0.097696154946335,20,1115,89,-0.030523437043438,18541.9716353416
17,0.992999391812983,1.92353350837614E-06,0.098283576967832,12,612,43,-0.030951615659629,9550.31492590904
15,0.990130674013361,7.72536281647448E-06,0.078365629268343,23,690,53,-0.031050596401667,5813.34285569191
15,0.994450030909716,7.53833889015479E-06,0.096768295648261,15,264,87,-0.031386593059126,4049.79138255119
16,0.996511072662928,8.76921620225566E-06,0.020833990784791,10,201,11,-0.031657841856647,1662.91742229462
23,0.992378480448252,1.18928245133133E-06,0.098164253788911,24,633,20,-0.031902082686383,17148.5002384186
11,0.991312362758958,5.34439961643428E-06,0.056996141825872,9,885,89,-0.032184135450873,2286.99786782265
15,0.997461728069635,2.51114908368625E-06,0.098768310739751,27,922,58,-0.032299103835443,19467.8036489487
15,0.995051118691412,8.60723960652874E-06,0.096691178509678,18,626,81,-0.03233770128581,7215.48316764832
22,0.998358424269203,1.55008355259778E-06,0.09947248589168,26,632,88,-0.032393103815299,20390.2993202209
27,0.996302286774163,1.63126736343265E-06,0.099744913035416,25,651,21,-0.03281086532855,20564.367575407
13,0.99050462803143,9.8267441483188E-06,0.096440823217336,8,236,52,-0.033386002724324,2974.67857146263
20,0.994699358704226,1.92235778920921E-06,0.098722709370767,23,716,71,-0.033417705014869,14229.9546954632
22,0.993686457921178,1.08707158487413E-06,0.098523180004857,14,664,14,-0.033818736344422,9670.32142925262
21,0.997595352020729,2.36544628641062E-06,0.094318907505646,11,201,73,-0.034043357224597,3352.03825640678
24,0.995547747365533,8.41701776716173E-06,0.075439082959654,29,351,56,-0.034059730854544,5951.94449043274
14,0.990270178568934,1.34583022630709E-06,0.099815187954175,14,878,99,-0.034328807776686,8972.16177892685
11,0.995047509103257,1.25577136975296E-06,0.096741436442143,11,481,93,-0.034351726670278,4471.79562544823
20,0.99209614246378,1.61837460427623E-06,0.097916513709108,23,644,58,-0.034394430008018,18053.6160104275
28,0.994805239920995,4.13060230724847E-06,0.096392255531997,19,229,14,-0.034410840678795,5273.15649342537
18,0.995854415694075,1.98406776242172E-06,0.099951967275627,11,1153,74,-0.034498394283941,14478.1293246746
16,0.992213912998875,4.33251751290461E-06,0.067334331344559,25,200,31,-0.034573898373427,3616.87674069405
28,0.992664877859548,1.5847216346873E-06,0.098365004823008,17,995,30,-0.034773466405933,20008.6841249466
19,0.992850646886781,3.81443099815603E-06,0.086641664069448,8,1190,87,-0.0349802847498,4676.08535766602
13,0.992491812403128,1.59086192264814E-06,0.097501498187279,9,556,37,-0.035053032754248,7847.06450343132
15,0.990963138483767,1.30862631484554E-06,0.099696077527502,10,970,89,-0.035134282553343,7202.72397947311
27,0.997658080473338,5.09477564504523E-06,0.077845328808882,29,203,11,-0.035134641043001,5255.61590647697
14,0.995110583387154,4.88449260157644E-06,0.039837133835161,10,791,62,-0.035963010122246,2741.1016626358
20,0.992617067292329,2.00245378138215E-06,0.098613218858756,19,1100,74,-0.036228564461171,20270.4551391602
16,0.998856866792813,1.82653614491815E-06,0.098241684399446,28,914,63,-0.036592141125675,19573.8966379166
27,0.991132350547115,5.75650659483503E-06,0.053318346831447,10,409,85,-0.03726174671275,2883.30082130432
11,0.997312732323189,1.40934476713426E-06,0.099536066081323,15,966,76,-0.038313302947186,8712.23921585083
11,0.996546923950461,1.31572015938792E-06,0.09959269769304,6,908,79,-0.039720395461942,6281.429292202
11,0.994992721512757,7.94278130528201E-06,0.083593076537377,6,1010,60,-0.040858604294127,1631.08830857277
9,0.992504063603444,7.74634250279399E-06,0.096614915945322,30,297,98,-0.041005534659032,4636.69761800766
26,0.996528772266345,8.02572324670948E-06,0.053076304844938,7,918,95,-0.041133697879669,4365.1579041481
25,0.997020974291851,8.72847094387844E-06,0.096368333211796,25,203,63,-0.041141649119665,5062.71760892868
17,0.992419675650097,8.08922849167611E-06,0.097044337691285,7,204,16,-0.041224430478349,2772.68391799927
26,0.99365983440393,1.01858964798256E-06,0.028433231089085,29,870,89,-0.041318082945965,17027.6092698574
15,0.991162346447781,1.68996450293438E-06,0.096472735401646,8,679,97,-0.04140462505101,5392.30662465096
28,0.995550142427245,1.55945118365118E-06,0.099593655675523,14,933,93,-0.042470794419527,20636.8461611271
25,0.99294144987331,5.27665343361501E-06,0.070630549302051,22,1077,62,-0.042763220851445,14711.0359399319
15,0.998970626740893,1.68912526067281E-06,0.098688774886934,14,1001,62,-0.042965344565926,9579.8898191452
30,0.993118196706366,3.16951297863366E-06,0.097457304965566,11,1068,15,-0.043035104753379,17631.8534038067
14,0.997240775541971,1.24921018955202E-06,0.098479892830159,21,573,99,-0.043041891224315,9217.92400050163
23,0.993772061560504,1.22506710111925E-06,0.097542586002226,6,1078,15,-0.043460464909003,10845.2225689888
11,0.996060027295921,1.10277697044639E-06,0.099687269280335,22,1005,100,-0.045101480421566,11246.9112029076
21,0.990582241520532,1.51042578529255E-06,0.099733430016669,22,891,63,-0.045248694140085,17713.6843626499
15,0.993569302350277,1.52299621789754E-06,0.097932774449839,25,646,32,-0.046075412518778,13041.7807965279
27,0.995154537173901,2.02704157411246E-06,0.099012490620741,19,1099,41,-0.046451141085307,21185.7444243431
15,0.996143494640468,1.16461759735488E-06,0.097845376694553,10,884,44,-0.046858266877394,6961.90460705757
18,0.998870504781498,2.14428202560933E-06,0.098007621877974,18,915,84,-0.047504221778144,16645.1630074978
18,0.990301518661523,1.02348551450793E-06,0.099400433153817,8,981,37,-0.047585016498843,7312.42996692658
20,0.990670138652725,7.87748243355748E-06,0.055475903572613,22,392,89,-0.047607195370899,4489.29536437988
15,0.99880493856547,1.45243212152359E-06,0.098347301031083,13,576,97,-0.047698076694753,9936.07276654243
21,0.991597921022043,5.76856791031421E-06,0.096712080821514,29,743,24,-0.047729358072917,13423.093764782
25,0.994961268352128,2.969358119158E-06,0.098374147360044,8,783,10,-0.0497415737541,15445.0045778751
24,0.991505470234656,9.58304552448678E-06,0.095730584400965,18,889,47,-0.050158109179515,9388.01378679275
21,0.992826734059508,7.4420749232356E-06,0.096469230846484,5,558,12,-0.050168598025515,4624.82451963425
11,0.996025945205888,4.02690040683277E-06,0.096500896154459,5,282,97,-0.05123362076467,3000.2462375164
12,0.997013553937664,2.628177750829E-06,0.085141811191484,5,743,98,-0.051410652407482,1195.61300039291
15,0.995500589486073,2.49595299410715E-06,0.096509256899424,20,828,93,-0.051413471726692,9458.76750898361
20,0.998948608739347,4.90658465500063E-06,0.054891299563932,30,203,93,-0.051554583278703,4407.75946354866
27,0.991241245607791,1.2592213723876E-06,0.097153362883352,6,842,32,-0.051997692185473,6776.52428340912
25,0.997043713771057,1.09295075799959E-06,0.097526707863976,12,908,30,-0.052874312609128,10117.9379115105
8,0.995538426853825,1.32904530337394E-06,0.006362439568833,29,203,13,-0.05311923965113,2974.30771183968
6,0.998808980861352,7.62439395054318E-06,0.003362650502673,13,203,11,-0.053130540447027,1491.40949106216
30,0.996597822212846,6.85078818671326E-06,0.099148808958607,13,534,46,-0.053717374923116,5106.48875927925
29,0.993769398085174,1.20043860485282E-06,0.068949981102942,14,679,53,-0.053960328481582,6753.1835565567
24,0.995231860960112,4.8052150781981E-06,0.0985465326749,10,201,91,-0.054957245074986,3390.03170323372
12,0.992665878843876,9.32991171273728E-06,0.086070534417709,12,324,55,-0.055547670957241,1165.05944371223
19,0.991664040188928,7.78782417653004E-06,0.024452602520173,12,524,38,-0.057257217949786,2872.16736030579
20,0.992439248697078,1.22522182177633E-06,0.098990933125658,6,757,62,-0.058578049998266,6130.34323763847
15,0.996876833780392,2.27998317048246E-06,0.097458955350671,30,1070,97,-0.058630685215539,19156.8112354279
26,0.991636359850916,7.8033962234137E-06,0.051474217244963,28,286,34,-0.058879468866432,5028.24684476852
18,0.994791030025847,5.83652768471233E-06,0.082325190899521,9,1157,79,-0.059129413726744,4779.22490429878
22,0.992883022607292,1.00235355891799E-06,0.099558044376548,10,1164,80,-0.059731540859846,13186.2195839882
30,0.996726693212711,4.26360269842696E-06,0.047673564444028,10,475,53,-0.059897839474391,3536.55651736259
15,0.99142167978867,1.28560702864457E-06,0.099601801910238,14,720,38,-0.060742396554543,7486.50035691261
28,0.99475035490795,6.01960667528783E-06,0.059394882147884,12,855,67,-0.060794728205073,7292.5525662899
20,0.990533853478142,8.11339352263136E-06,0.053809742808044,11,318,83,-0.061130433619359,1833.40002059937
25,0.995767434473037,1.87755595469135E-06,0.099821202251813,15,621,64,-0.061283511841711,11796.6948919296
11,0.990710254335526,4.62677084578476E-06,0.075266191164035,23,1171,77,-0.061290055924603,7444.22130465508
15,0.994173996444795,5.01678348719255E-06,0.068988231625129,23,920,63,-0.061640656224009,7817.87002158165
24,0.992165369159115,3.26867757136871E-06,0.099114611442256,22,601,32,-0.061787838545371,17582.4379851818
17,0.990332323065214,2.33813446884469E-06,0.099235035127069,22,992,82,-0.062940641504245,20299.0671672821
24,0.991806548500359,1.50785538297764E-06,0.092291020126542,30,201,28,-0.062966846082533,4676.09648919106
23,0.992343845978238,2.35221729326454E-06,0.096730174276247,9,264,72,-0.063028914608251,4172.14593625069
13,0.996249054868572,1.09920456863368E-06,0.099945600260292,7,873,14,-0.064847130468202,6020.51982688904
12,0.997430226192388,6.80865264616068E-06,0.095580496240148,5,200,78,-0.065240648876946,2351.73838233948
27,0.99867802454584,2.33973386539489E-06,0.098477653617593,14,758,44,-0.065248607233521,18197.3046474457
25,0.995725478423125,9.85018818659593E-06,0.042509827162465,29,931,62,-0.065639077347484,16706.076592207
22,0.990847410836299,1.00285163267754E-06,0.099213307650724,5,1019,46,-0.067001101353423,8798.98401522637
23,0.991051351434626,4.09060347176616E-06,0.051077610383283,9,1016,90,-0.068455549045621,5444.60361456871
10,0.997134092316961,3.82788053851411E-06,0.097256056231108,5,201,62,-0.069056698417879,2317.85087347031
12,0.995959199153551,9.15095935614925E-06,0.096744569992452,10,1161,18,-0.069503362418809,6306.30951094627
25,0.997041814270412,2.57672716732782E-06,0.099090114974202,13,1008,45,-0.070653750496249,15541.1987195015
25,0.997412208661633,8.85126181021712E-06,0.08710676240755,10,1015,28,-0.070723061689355,6060.26696062088
28,0.995001619974183,1.55917584561271E-06,0.099014047628986,24,852,93,-0.070842594747819,19494.7917692661
25,0.994104138684426,9.76961292883155E-06,0.096871203318987,17,641,21,-0.072002856252237,6442.12360715866
21,0.996000756372619,8.11529360228932E-06,0.087812254228956,29,201,71,-0.073066183582573,4567.31672310829
27,0.996188459025687,1.02793835450611E-06,0.099023327870989,17,685,45,-0.073651008643685,11094.1148996353
13,0.997732784641881,1.09720274658067E-06,0.098874342379143,20,676,48,-0.075153988835035,10895.3608646393
18,0.998204744917978,1.18326793944153E-06,0.098395449845153,25,984,60,-0.075423042213453,16238.8677442074
20,0.996248155342625,1.64655480067111E-06,0.099122861667812,23,602,70,-0.076637722221331,13092.2464270592
26,0.996460255819592,5.86947642656184E-06,0.097983564338192,7,200,63,-0.076688854850996,3100.90757322311
19,0.992561463476841,2.19222032131673E-06,0.098797417279092,29,689,63,-0.076974933970661,18447.5989055634
19,0.993622519067633,3.66600131905576E-06,0.096524316620276,7,238,90,-0.077461350971722,3306.49308395386
25,0.99380095863579,1.08363117607531E-06,0.09876525949951,25,1071,74,-0.077950158389942,20974.5526621342
14,0.993065970043576,1.35705233507062E-06,0.099227305740756,19,1145,88,-0.078230548008381,15099.0974867344
17,0.997804657870777,8.62193987987942E-06,0.001485650105182,17,201,60,-0.07906497968705,2538.64079165459
20,0.990814792128328,2.62131176627442E-06,0.098365443986292,28,691,70,-0.079141542664028,19808.2405817509
30,0.994505690554604,8.36840657949805E-06,0.038801506095477,26,826,66,-0.079595889091242,16298.7006516457
15,0.994537884703382,3.51975357860974E-06,0.085867014291759,22,811,56,-0.07997642425729,6521.91383385658
14,0.991382824769309,1.67396268031442E-06,0.09929439298261,22,828,71,-0.081190508206915,11413.3988304138
23,0.990280932598312,1.11369007201198E-06,0.099676706578443,17,751,37,-0.081319155180809,10445.0354995728
23,0.990779563467906,1.26745452956536E-06,0.099622721037129,25,1095,44,-0.081655809750207,19410.5648961067
21,0.995719730754242,5.21201430340187E-06,0.007429280928652,23,203,15,-0.082628695279249,2974.29165220261
17,0.996245911191127,1.61699458532204E-06,0.099045725398356,11,899,80,-0.083131285200959,9198.97968530655
10,0.997248784344579,7.56162669793014E-06,0.096674247494898,15,974,37,-0.084102671641688,6459.80435204506
13,0.997066423660496,9.15525156710921E-06,0.072170273113122,22,1028,97,-0.084434910770797,7608.80583333969
20,0.998403810919464,1.11751848899811E-06,0.098631675501645,10,913,81,-0.086039035793691,12406.219337225
26,0.993960117777051,1.29290158532073E-06,0.098835366604623,20,590,48,-0.087347530843256,13692.897847414
11,0.993942103564846,1.62144320772285E-06,0.098424495818962,13,674,83,-0.088227779268888,6753.19527482986
16,0.990537500312755,1.08500423560096E-06,0.098603421728186,18,1152,97,-0.089716045963815,13041.7329828739
22,0.994431454675193,3.37204555328021E-06,0.099150355904818,8,1044,95,-0.089992779379298,14899.0008065701
17,0.994714118536392,1.17369335346679E-06,0.097124145018655,10,606,54,-0.090180528675515,5854.34237551689
26,0.997960045211512,2.50225811881238E-06,0.099114987096223,23,697,41,-0.090753753199031,15601.7583253384
8,0.998059453208574,4.69380928663985E-06,0.096523520073495,7,639,79,-0.091271923639957,3725.26360440254
19,0.99791014895587,1.44844089532225E-06,0.099787892564359,15,635,52,-0.092641270368073,9442.4605653286
13,0.99609575288759,1.05478538722494E-06,0.096302396027559,21,1154,67,-0.093000970312137,11075.6118123531
30,0.992117847337684,1.68683382073189E-06,0.098983065114228,27,666,12,-0.093107096584951,17849.0407600403
23,0.998915079865124,1.24939086697247E-06,0.099533753752283,10,561,91,-0.093362174772387,11361.3361849785
24,0.996389520067819,3.15089099103725E-06,0.09733142534247,6,1187,85,-0.093863762020481,13027.1471939087
24,0.991768281900623,1.00389049271119E-06,0.097946709954672,17,882,84,-0.095866605900434,19090.0173623562
15,0.994555212705336,1.44480806936511E-06,0.098420548515825,22,1047,93,-0.095869397883711,13565.2932038307
16,0.994517314308592,8.343171316193E-06,0.096459214684133,6,202,25,-0.103493021709649,2828.12993526459
16,0.995799470417061,6.31649259963587E-06,0.09651553678039,26,414,61,-0.105041521840958,6867.33713340759
23,0.997507843698273,2.0831647709038E-06,0.099760543332964,27,550,70,-0.112652241800419,16938.8078019619
19,0.993515905114715,1.59615086216644E-06,0.097613741595583,30,863,77,-0.112814916873971,19714.9417676926
16,0.996538217233775,1.75745748097781E-06,0.09778377866969,28,906,56,-0.117109927183853,19821.5747840405
23,0.990108262809143,2.69104085999118E-06,0.082363637489496,8,624,95,-0.117673820973984,3023.86330103874
24,0.996807703364946,1.6664281467473E-06,0.090973026354033,29,912,89,-0.118558188607141,16410.8365116119
25,0.997996707053495,6.55992075776853E-06,0.098180466584765,10,962,74,-0.120939589479792,19396.661935091
27,0.990837322749372,1.08540231316651E-06,0.099131685855507,23,708,39,-0.121011909755922,13956.6248998642
22,0.991238224400863,8.18459833345007E-06,0.099744889204038,21,200,29,-0.121358804258373,4160.17177510262
14,0.99012055404584,1.19472243625478E-06,0.098720970570042,24,602,60,-0.121795211446916,8712.22860598564
24,0.996677604319107,1.53040445632318E-06,0.098121175031559,6,1131,96,-0.122046126936682,10239.333108902
11,0.993045899683918,6.65507152165991E-06,0.096605681476235,11,880,88,-0.124887690729515,5537.18368387222
28,0.992080536056479,1.16870050686118E-06,0.097326773498468,16,1103,31,-0.124978394442711,15272.1519658566
20,0.993681843234903,1.41926537863316E-06,0.098609057043709,21,588,32,-0.126699854830647,9342.47087311745
11,0.995067755638278,8.53825872758739E-06,0.096484824780045,21,424,74,-0.129677553210447,5217.84791493416
23,0.995704853145704,1.03860408279651E-06,0.098603697135486,26,1182,20,-0.134898138422244,20286.0296685696
25,0.996964917060387,1.84134871611616E-06,0.098718717063801,20,650,97,-0.134908822489347,18136.6957280636
24,0.993549579263835,2.40407359148433E-06,0.099317031921093,27,605,83,-0.134997651457358,21338.6181247234
13,0.996104995065474,1.68943434744854E-06,0.099848627562007,30,690,67,-0.136070601853779,13172.9640090466
28,0.996682733433896,2.44971792423972E-06,0.098429808698319,13,791,100,-0.137538773766523,13528.734623909
19,0.997284775792072,1.1638369420583E-06,0.099942933449556,17,773,80,-0.138705866437275,10983.3203005791
21,0.992538648155542,7.31765680259069E-06,0.065327481633659,28,354,88,-0.14087259346149,5404.56293988228
17,0.998722533328242,1.80501457896305E-06,0.099476156748257,9,637,46,-0.141658802147275,9862.40671944618
16,0.993515912870158,1.09976535749925E-06,0.098806596848071,13,995,46,-0.141983791588452,8432.26430678368
22,0.992431366215659,1.16072094793562E-06,0.099017197104196,11,1091,89,-0.142340198101194,10203.6532435417
16,0.990107672325167,2.9187883345308E-06,0.096650692595381,22,545,62,-0.146713665575479,7928.21168804169
22,0.993796883616159,1.32131027798327E-06,0.098386973177773,22,1144,88,-0.147749541079613,19446.776601553
23,0.993848530041578,8.04739961353489E-06,0.096544190587685,5,289,66,-0.151912102823968,3290.35266518593
23,0.99791950328596,7.30035658371559E-06,0.098571102401401,5,949,43,-0.154694571975454,14027.2636713982
11,0.997600608721259,9.92927325007404E-06,0.093582793276723,7,208,98,-0.154946104420659,2772.69357919693
23,0.990785004002441,4.12510313693673E-06,0.094180790260657,5,252,45,-0.156332276730348,3069.65237522125
24,0.997609787662512,1.35808806807354E-06,0.098720211649999,30,910,62,-0.156640703361115,19916.6451392174
17,0.996353262323642,9.35288788480741E-06,0.071873854973348,29,443,59,-0.15716393498328,5421.93974494934
29,0.99617967184287,2.0897367401393E-06,0.098862178052923,8,1157,84,-0.157423491502005,19308.4025774002
27,0.992250643231916,2.33348653511378E-06,0.09791021471706,5,1044,39,-0.162287455120655,11518.8453991413
12,0.991870314350225,1.04260583173453E-06,0.098275636675787,5,758,72,-0.166711913053572,5911.12184476852
21,0.995235663663391,1.67640344169788E-06,0.098841710557273,20,857,33,-0.167027465346033,19973.7016484737
9,0.998903191918499,1.5294861242988E-06,0.097405077023918,11,204,99,-0.167319738766368,2647.98413705826
20,0.995851198955052,1.5469418310867E-06,0.099277268472652,26,848,25,-0.169811705191331,15179.5857970715
17,0.997209338672901,3.04731252938453E-06,0.088947248627766,22,1192,47,-0.169900332808241,10857.5620691776
21,0.990980126997512,7.78039194416057E-06,0.096631061319003,28,1026,90,-0.174617188258092,18462.0616254807
23,0.997843300500274,1.40827792219615E-06,0.098186414621638,19,847,81,-0.176238993347912,20764.6425747871
20,0.992020187432738,1.27057590749145E-06,0.097512263465809,17,960,25,-0.183224326352868,11342.907204628
25,0.996617988304552,2.18253310723575E-06,0.098064973690665,12,702,44,-0.185032195453014,12474.848916769
16,0.991291909676793,9.86469022152231E-06,0.096795106781517,28,215,53,-0.194530412322033,4932.51230144501
29,0.99045650482387,2.90154118620504E-06,0.096775746273394,28,200,82,-0.195348911317092,6583.16547250748
19,0.992112075408126,7.86987015779361E-06,0.069745648715242,22,860,50,-0.201468560229196,8730.35993552208
23,0.996846274102019,2.38375101577837E-06,0.098840734235809,17,1164,69,-0.203038691886581,20022.3324620724
28,0.992287402421696,6.84688402919051E-06,0.096495008597217,16,253,67,-0.205554725436646,5321.95159769058
27,0.993281875668001,9.51467430508938E-06,0.096653830012779,19,218,59,-0.21185341685885,5566.79349088669
27,0.990561637741958,1.38569419098173E-06,0.097715540604971,6,1041,97,-0.218302300985973,8942.82245469093
9,0.997285048527037,9.45404385297557E-06,0.08365886311212,25,521,63,-0.218362220541028,2828.12344002724
23,0.998549199984574,1.2865616980031E-06,0.098491158716339,13,855,21,-0.218543107278299,10832.147251606
21,0.994078076927312,1.05341819373409E-06,0.099616937622724,25,1123,77,-0.22164078209273,19481.5171699524
19,0.998187852713552,2.62416493124943E-06,0.098970120449603,10,684,44,-0.227153102540748,12971.9689955711
27,0.992819477813335,4.01109051203366E-06,0.096496217561972,11,270,64,-0.228924425242823,4436.85217452049
29,0.995175009291321,6.29506449126877E-06,0.09690282510968,21,902,96,-0.232324178011136,14368.7227611542
21,0.990753311360514,9.8144601548325E-06,0.00474649183988,14,203,24,-0.250555515699612,1872.73240733147
30,0.995583962318321,2.25735203453676E-06,0.09879986030552,13,1162,71,-0.25661430801317,20048.2676208019
30,0.998600278569486,8.19090899265901E-06,0.079608230622157,29,204,82,-0.263030880517689,5940.47821736336
15,0.99074029329424,8.49587894242505E-06,0.096567971271896,12,242,93,-0.270242362532268,3690.54261159897
23,0.993363042060979,1.35466035617371E-06,0.062994851268689,11,835,78,-0.273502575640433,5421.94842147827
27,0.995987013832795,1.03907652678624E-06,0.097636490019286,19,675,85,-0.277428827351849,12845.3314983845
24,0.994573186538972,1.27868935329878E-06,0.097266433474524,19,1020,21,-0.279981324712801,14519.996420145
20,0.99542200861876,1.73884263759658E-06,0.09732615581335,5,905,85,-0.282440988164694,7567.34802222252
29,0.996330210788803,2.59675872259051E-06,0.098497639555543,13,928,92,-0.284367004284403,20341.7075200081
18,0.998447388892825,6.10716129765626E-06,0.000894956107163,10,463,39,-0.296483993138507,2007.21358084679
15,0.995608379884065,1.87334962508705E-06,0.098191370034392,30,640,81,-0.301143332744249,15458.4606668949
19,0.9919475222318,1.01201264132427E-06,0.096751143179373,21,255,91,-0.306224364249274,5088.49435114861
13,0.998020019644973,1.55014946512076E-06,0.099158834458905,23,983,57,-0.341769703174407,14063.883551836
18,0.993949677133006,9.11406758924309E-06,0.096559587176909,23,292,60,-0.352264066527694,5673.90542244911
24,0.992708741893236,9.10621121189279E-06,0.088061897083956,26,200,75,-0.40858768490514,4967.26314711571
28,0.997584571175052,1.13187057206794E-06,0.096514234303399,6,733,96,-0.418209245603811,6540.41461324692
19,0.993290004439385,1.27308010185794E-06,0.098185275009958,23,1060,82,-0.432516711992409,15931.1488502026
30,0.990699372854964,8.95872669421738E-06,0.099917327971551,8,1190,72,-0.464531890776477,21011.4358048439
25,0.99819875523207,1.64406477470272E-06,0.098409717420055,6,716,83,-0.496777314305095,8164.83565402031
30,0.992792894248295,1.01806813541203E-06,0.098865063561439,7,978,26,-0.50205626541707,8300.19044327736
25,0.99125750172465,2.71100035014422E-06,0.098722300233284,23,689,75,-0.505603266728955,20623.1738991737
23,0.997913547085306,1.31790581931987E-06,0.097688547943501,12,596,79,-0.518828289281181,9683.24649691582
21,0.992293174794991,3.66694635846579E-06,0.088992229105816,13,1171,80,-0.562943855433609,8209.18290185928
23,0.997993479241834,1.10557835362498E-06,0.099262609053072,21,807,51,-0.570236462888338,14506.7122786045
30,0.991062035043732,1.02504620725533E-06,0.098539277897373,24,569,33,-0.587959545391552,14912.1517951489
19,0.997212329584022,1.13651506052653E-06,0.098517727991308,27,617,82,-0.59470126978131,15689.1196913719
26,0.992019552382802,2.29948290120977E-06,0.097351566941595,12,792,74,-0.600519458288419,15285.3321397305
23,0.99203356424023,1.28984007485127E-06,0.099881196752416,16,728,24,-0.605896224225463,10190.6713781357
25,0.9910993918407,2.19328662576688E-06,0.097742798903921,16,934,81,-0.671933130681865,18197.2925465107
19,0.994667118645201,3.1160343405463E-06,0.000639572638961,5,1023,23,-0.769577018695498,2316.33629322052
28,0.998417391949416,1.70315901727835E-06,0.09956452063187,16,1059,76,-0.774970907732868,20119.3471932411
25,0.992882729980851,3.3877186849101E-06,0.096478296376467,15,268,80,-0.822473007520092,5404.57481217384
26,0.993990770660814,6.31104057593248E-06,0.096576319522342,30,284,91,-0.900574941707211,8195.01943850517
18,0.991795224389035,1.29093980551339E-06,0.099406233956683,12,1105,81,-0.916429028783179,13591.4234833717
14,0.99626836118846,6.67763165531164E-06,0.000701342998779,13,862,13,-0.932489856361038,3649.66589093208
23,0.997998615049925,2.08200620786143E-06,0.098232784172042,15,919,89,-0.93539843349806,15285.323949337
30,0.994374056507063,2.5646621350888E-06,0.09884393091892,9,917,75,-1.0386459793411,19902.8253967762
29,0.993085273834809,3.90691092649303E-06,0.099035242521035,28,753,56,-1.24387324749077,14960.9299614429
25,0.995510059903435,1.71278565803476E-06,0.099021712989078,30,588,89,-1.34208875111274,18758.7233247757
23,0.992657039294393,5.4388747720208E-06,0.096179277284443,21,201,98,-1.62343087980294,4636.68928694725
25,0.990539605520079,1.10221715391003E-06,0.099156404812568,10,1112,74,-1.63266596122245,11323.4247190952
21,0.994064197587603,1.77638971984498E-06,0.097325386505259,14,1124,100,-2.68494226664401,14860.3139984608
28,0.996303593827122,1.16458958830187E-06,0.098876545990702,13,692,100,-2.87492994234257,16190.2105731964
18,0.992993351815041,9.00528739749004E-06,0.000673079341649,27,202,21,-2.98890472284201,3228.99422550201
